"S.
No.",Detail of Gifts,Name of Recipient,Date,"Assessed
Value",,,,"Retention
cost",retention_cost,,,Remarks,,,
12,"a.  One  wrist  watch,
gent’s,
b.  One   wrist   watch ladies.
c.  One pen
d.  Pair of ear rings
e.  Pair of cufflinks
f.   One ring
g.  One bracelet","Mrs.       Khushbakht Shujat, MNA",02/02/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-
f.   Rs.28,700/-
g.  Rs.47,400/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
13,"a.  One  wrist  watch,
gent’s
b.  One   wrist   watch ladies.
c.  One pen
d.  Pair of ear rings
e.  Pair of cufflinks
f.   One ring
g.  One bracelet","Mrs.        Khursheed Begum, MNA",02/02/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-
f.   Rs.28,700/-
g.  Rs.47,400/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
14,"a.  One  wrist  watch,
gent’s,
b.  One   wrist   watch ladies.
c.  One pen","Mrs.               Tahira Aurangzeb, MNA",02/02/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
15,"a.  One  wrist  watch,
gent’s,
b.  One   wrist   watch ladies.
c.  One pen
d.  Pair of ear rings
e.  Pair of cufflinks
f.   One ring
g.  One bracelet","Ms.             Mehreen Razzaque      Bhutto, MNA",02/02/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-
f.   Rs.28,700/-
g.  Rs.47,400/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
16,"a.  One  wrist  watch,
gent’s,
b.  One   wrist   watch ladies.
c.  One pen
d.  Pair of ear rings
e.  Pair of cufflinks
f.   One ring
g.  One bracelet","Dr.        Zil-E-Huma, MNA",02/02/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-
f.   Rs.28,700/-
g.  Rs.47,400/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
58,"a.  One  wrist  watch,
gent’s,
b.  One   wrist   watch ladies.
c.  One pen
d.  Pair of ear rings
e.  Pair of cufflinks
f.   One ring
g.  One bracelet","Syed  Hamid  Kazmi, Federal  Minister  for Religious Affairs",16/05/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.1,800/-
d.  Rs.22,800/-
e.  Rs.600/-
f.   Rs.28,700/-
g.  Rs.47,400/-",  Rs,"25,000",,"Rs.30,195/-",30195.00,-,,"Amount deposited, gift
retained",,,
22,"One   W/watch   certina DS  Action,  model  No. C032.451.11.057","Commodore    Shifat    Ali Khan, Pak Navy",14/04/2021,"Rs.90,000/-","90,000",,,"Rs.30,000/-",30000.00,-,,"Amount deposited, gift
retained",,,
55,One               W/Watch (Stuhrling)    with   Ball Pen,"Admiral        Muhammad Zakaullah,  Chief  of  the
Naval Staff Pakistan",17/07/2017,"Rs.160,000/-","160,000",,,"Rs.30,000/-",30000.00,-,,"Amount deposited, gift
retained",,,
10,"Wrist   Watch   Bvlgari
(BB42SS              Auto 011023)","Mr.       Salman       Bashir, Secretary Foreign Affairs",15/02/2012,"Rs.160,000/-","160,000",,,"Rs.30,000/-",30000.00,-,,"Amount deposited, gift
retained",,,
242,One wrist watch Rolex (No.             D040307 114270),"Waqar   Ahmad,   Deputy Military Secretary to the Prime Minister",11/07/2006,"Rs.210,000/-","210,000",,,"Rs.30,000/-",30000.00,-,,"Amount deposited, gift
retained",,,
27,"(a)One Tasbih.
(b)One Pen.
(c)One Ring.
(d)One Pair of Stud.","Brig. Akmal Aziz, MS to the Prime Minister",25/02/2016,"(a)Rs.28,000/-
(b)Rs.20,000/-
(c)Rs.55,000/-
(d)Rs.56,000/-","28,000",,,"Rs.29,800/-",29800.00,-,,"Amount deposited, gift
retained",,,
6,Gold   Piece   (30.01 gram) approx,"Mr.     Shabbir     Ahmed,
Additional       Secretary, Finance Division",21/02/2013,"Rs.158,500/-","158,500",,,"Rs.29,700/-",29700.00,-,,"Amount deposited, gift
retained",,,
4,Gold   Piece   (30.01 gram) approx,"Mr.      Haseeb      Athar, Additional       Secretary,
Economic             Affairs Division",14/02/2013,"Rs.158,500/-","158,500",,,"Rs.29,700/-",29700.00,-,,"Amount deposited, gift
retained",,,
182,"One      Jewelry      set containing:    -    (One Necklace,  One  Pair  of Ear Rings, One Finger
Ring & one Bracelet)","Begum  Sahiba,  Wife  of Mr. Shaukat Aziz, Prime Minister of Pakistan",25/05/2006,"Rs.207,790/-","207,790",,,"Rs.29,669/-",29669.00,-,,"Amount deposited, gift
retained",,,
4,"(a)One        Necklace (gold)
(b)One        Necklace (Pearl)","Begum Prime Minister of  Pakistan,  Wife  of Mr.          Muhammad Nawaz Sharif",12/01/2015,"(a)Rs.135,320/-
(b)Rs.20,000/-","135,320",,,"Rs.29,064/-",29064.00,-,,"Amount deposited, gift
retained",,,
239,"Box containing, wrist watch,    ball    ponts box   of   gold   green pen, perfume Deep, Tashbih,  Key  Chain, telephone       index,
higher           energy perfume","Mr.  Shaukat  Aziz,  Prime Minister of Pakistan",29/09/2004,"Rs.201,700/-","201,700",,,"Rs.28,755/-",28755.00,-,,"Amount deposited, gift
retained",,,
159,"a.  Model  of  Masjid- e-Nabvi
b.  Holy  Quran  +  32 audio
c.  Piece of Ghulaf-e-
Kabah
d.  MP-5 Gun","Ch.      Shujat      Hussain, Prime Minister of Pakistan",26/07/2004,"a.  Rs.65,000/-
b.  NCV
c.  NCV
d.  Rs.135,000/-",  Rs,"65,000",,"Rs.28,500/-",28500.00,-,,"Amount deposited, gift
retained",,,
191,"One   Jewellery   box having  one  necklace
and a ring","General                 Parvez Musharraf,   President   of
Pakistan",16/08/2004,"Rs.195,000/-","195,000",,,"Rs.27,750/-",27750.00,-,,"Amount deposited, gift
retained",,,
10,"One  Victorinox  swiss Army wrist watch (Model:241697)
(2212)",Capt.  Imran  Khalid  Shafi  PN  of Pakistan Navy,11/01/2022,"Rs.85,000/-","85,000",,,"Rs.27,500/-",27500.00,-,,"Amount deposited, gift
retained",,,
36,"One Necklace, Pearl","Begum              Prime Minister,  Wife  of  Mr. Muhammad      Nawaz
Sharif",30/03/2015,"Rs.145,000/-","145,000",,,"Rs.27,000/-",27000.00,-,,"Amount deposited, gift
retained",,,
11,"(a)One Ring.
(b)One Pen.
(c)One Tasbih.
(d)Pair of Stud.","Mr.      Fawad      Hasan Fawad, Secretary to the Prime Minister",28/01/2016,"(a)Rs.56,080/-
(b)Rs.15,000/-
(c)Rs.14,520/-
(d)Rs.57,440/-","56,080",,,"Rs.26,608/-",26608.00,-,,"Amount deposited, gift
retained",,,
154,One  Wrist  watch  Piaget Sr.No.50930/879074,"Sheikh   Rasheed   Ahmed Minster  for  information  &
Broadcasting",15/12/2005,"Rs.185,000/-","185,000",,,"Rs.26,250/-",26250.00,-,,"Amount deposited, gift
retained",,,
69,One  box  of  silver/gold Emblems,"Dir Com, HIT Taxila",05/10/2021,"Rs.82,436/-","82,436",,,"Rs.26,218/-",26218.00,-,,"Amount deposited, gift
retained",,,
124,"a)  One Huawei Mate 20
b)  One Chinese Tea","Brig Nauman Anwar,
Director Marketing & Procurement",24/06/2019,"a)  Rs.80,000/-
b)  Rs.2,200/-","80,000",,,"Rs. 26,100/-",26100.00,-,,"Amount deposited, gift
retained",,,
248,"a.  One   wrist   watch Lady
b.  Gent’s Ring
c.  Lady’s Ring
d.  Pair of Cufflinks
e.  Pair of Ear Rings
f.   Pen in 18kt
g.  String of Beads
h.  Magnifying Glass
i.   Calculator
j.   Brief Case","Brig.(R) Mian Khalid Habib,     Chief     of Protocol,       Foreign Affairs",24/10/2003,"a.  Rs.85,000/-
b.  Rs.5,320/-
c.  Rs.20,062/-
d.  Rs.9,140/-
e.  Rs.28,684/-
f.   Rs.8,100/-
g.  Rs.17,600/-
h.  Rs.755/-
i.   Rs.1,038/-
j.   Rs.8,000/-",  Rs,"85,000",,"Rs.26,055/-",26055.00,-,,"Amount deposited, gift
retained",,,
66,"a.  One   wrist   watch gents
b.  One   wrist   watch ladies
c.  Pair of ear ring
d.  One bracelet",Defence Minister,09/06/2009,"a.  Rs.25,000/-
b.  Rs.85,000/-
c.  Rs.22,800/-
d.  Rs.47,400/-",  Rs,"25,000",,"Rs.25,530/-",25530.00,-,,"Amount deposited, gift
retained",,,
164,"One  Wrist  Watch  Rolex (14000M)    Oyster    Air
King (packed in a box)","Mr.  Munir  Khan  Orakzai, Parliamentary         leader
FATA",17/12/2005,"Rs. 180,000/-","180,000",,,"Rs.25,500/-",25500.00,-,,"Amount deposited, gift
retained",,,
246,One (white) gold set (three piece),Mr.  Shaukat  Aziz  Advisor  to  PM  on Finance & Economic Affairs,10/12/2002,"Rs.178,760/-","178,760",,,"Rs.25,314/-",25314.00,-,,"Amount deposited, gift
retained",,,
49,One   Nizwa   fort   (flower bowl),Chairman Senate,29/01/2019,"Rs.80,000/-","80,000",,,"Rs.25,000/-",25000.00,-,,"Amount deposited, gift
retained",,,
4,One Sword,"Dr.        Arif        Alvi, President of Pakistan",15/01/2020,"Rs.80,000/-","80,000",,,"Rs.25,000/-",25000.00,-,,"Amount deposited, gift
retained",,,
9,"One    Wrist    Watch ESTEEMA-3ATM
Swiss             MOVT (Stainless Steel)","Ms.  Hina  Rabbani  Khar, Foreign Minister",12/03/2013,"Rs.135,000/-","135,000",,,"Rs.25,000/-",25000.00,-,,"Amount deposited, gift
retained",,,
77,One      Wrist      watch Corum,"Mr.  Janbaz  khan,  Deputy
Chief    of    Protocol,    M/o Foreign Affairs",19/10/2012,"Rs.135,000/-","135,000",,,"Rs.25,000/-",25000.00,-,,"Amount deposited, gift
retained",,,
98,One      Wrist      watch Movado        automatic Stainless steel,"Murad     Ashraf     Janjua, Deputy  Chief   of   Protocol (DCP),  Ministry  of  Foreign
Affairs",12/11/2012,"Rs.135,000/-","135,000",,,"Rs.25,000/-",25000.00,-,,"Amount deposited, gift
retained",,,
255,Jaeger Lecoultre Wrist Watch,"Mr.   Khurshid   M.   Kasuri, Foreign Minister",16/06/2007,"Rs. 175,000/-","175,000",,,"Rs.24,750/-",24750.00,-,,"Amount deposited, gift
retained",,,
131,"a.  Wrist          Watch Esteema
b.  One   Bracelet   in Gold & Diamond","Mr. Nazar Muhammad Gondal   Minister   for
Food,   Agriculture   & livestock",11/08/2010,"a.  Rs. 85,000/-
b.  Rs. 87,000/-",  Rs,"85,000",,"Rs.24,300/-",24300.00,-,,"Amount deposited, gift
retained",,,
67,"(a)One  Wrist  Watch (Victorinox 241650) (b)One  Wrist  Watch (G.C            241652)
(Swiss)
(c)One  Mobile  Phone Galaxy S6","Lt.  Cdr.  Fahad,  ADC (P)",15/05/2015,"(a)Rs. 30,000/-
(b)Rs. 30,000/-
(c)Rs. 70,000/-","30,000",,,"Rs. 24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
68,"(a)One  Wrist  Watch (Victorinox 241650)
(b)One  Wrist  Watch (G.C            241652)
(Swiss)
(c)One  Mobile  Phone Galaxy S6","Maj. Imran, SO (P)",15/05/2015,"(a)Rs. 30,000/-
(b)Rs. 30,000/-
(c)Rs. 70000/-","30,000",,,"Rs. 24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
76,"One      Wrist      watch Baume     &     Mercier, Geneve 1830 Swiss 30 M   No.5363547   MOA
08485","Ahmed Farooq, Director to Minister of State",19/10/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
79,One      Wrist      watch Baume     &     Mercier (No.5365729),"Raja   Muhammad   Azeem- ul-Haq  Minhas,  Additional
Secretary,  Prime   Minister office (internal)",23/10/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
81,"One      Wrist      watch
Baume     &     Mercier (No.5365508)","Dr. Asif Irfan, Physician to the Prime Minister",23/10/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
82,"One      Wrist      watch Baume     &     Mercier
(No.5365435)","Sqn.         Ldr.         Qamar Mohyuddin Chishti, ADC to
the Prime Minister",23/10/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
115,One   Model   of   ship (silver),"Mr.     Asif     Ali     Zardari, President of Pakistan",19/11/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
129,"a. One brief case having: -
b.    One    wrist watch gents
c.    One    ladies wrist watch
d.   One   pen   in white gold
e.   Pair   of   ear studs
f. One tasbih","Mr.    Shaukat    Aziz,    Minister    for Finance",13/06/2002,"a. Rs.35,000/-
b. Rs.35,000/-
c. Rs.38,600/-
d. Rs.30,250/-
e. Rs.27,500/-
f. Rs.3,650/-", Rs,"35,000",,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
137,Wrist watch (Baume &,Mr.   Masroor   A.   Junejo.,26/12/2012,"Rs.130,000/-","130,000",,,"Rs.24,000/-",24000.00,-,,"Amount deposited, gift
retained",,,
16,One     Wrist     Watch Frederique     Constant No.1341570,"Brig.      Raja      Samiullah, Personal  physician  to  the Prime Minister",20/02/2012,"Rs.125,000/-","125,000",,,"Rs.23,000/-",23000.00,-,,"Amount deposited, gift
retained",,,
18,"One     Wrist     Watch
Frederique     Constant (No.1302712)",Wg.   Cdr   Shahzad   Fatah ADC to the Prime Minister,20/02/2012,"Rs. 125,000","125,000",,,"Rs.23,000/-",23000.00,-,,"Amount deposited, gift
retained",,,
24,One     Wrist     Watch Frederique Constant,"Mr. Usman Tarakai, MNA",21/02/2012,"Rs. 125,000/-","125,000",,,"Rs. 23,000/-",23000.00,-,,"Amount deposited, gift
retained",,,
37,"a.  One Shield,
b.  One Fountain Pen,
c.  Box  containing  Two coins  (i.e.  one  Gold coin  in  22kt  +  One Silver Coin)
d.  Three  books  &  one Letter Pad,
e.  One Carpet (small),
f.   One Shield (Tapi Gas Pipe Line)","Mr.    Asif    Ali    Zardari, President of Pakistan",21/01/2011,"a. NCV
b. Rs.5,000/-
c. Rs. 151,241/-
d. NCV
e. Rs.5,000/-
f. NCV", NCV,,,"Rs.22,687/-",22687.00,-,,"Amount deposited, gift
retained",,,
9,"One  Victorinox  Swiss Army wrist watch (0Model:241701)
(2211)",Capt.   M   Zahid   Zaheer   PN   of Pakistan Navy,11/01/2022,"Rs.75,000/-","75,000",,,"Rs.22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
127,One W/watch Hanowa,"Constable     Haider     Ali,     Police gunman, Prime Minister Office",15/07/2022,"Rs.75,000/-","75,000",,,"Rs.22,500/",22500.00,,,"Amount deposited, gift
retained",,,
192,One    W/watch    Concord (No.0320260),"SP     Mahzoor     Ali Ghauri,            Chief
Security   Officer   to the Prime Minister",24/12/2019,"Rs.75,000/-","75,000",,,"Rs. 22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
193,One Wrist Watch Bvlgari (No. L2442),"Mr.   Khushnood   Akhtar Lashari,            (Principal Secretary  to  the  Prime Minister) (PSPM)",12/08/2011,"Rs.160,000/-","160,000",,,"Rs.22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
320,"a.  One   Wrist   Watch Gio Monaco
b.  One   Wrist   Watch Tiffany","Maj. Gen. Shafqaat Ahmed, Military   Secretary   to   the President and his wife.",01/08/2007,"a.  Rs.90,000/-
b.  Rs.70,000/-",  Rs,"90,000",,"Rs.22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
227,One Wrist Watch Bvlgari (No.O 9193),"Brig.    Raja    Samiullah, Personal Physician to  PM",18/08/2011,"Rs.160,000/-","160,000",,,"Rs.22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
239,One Wrist Watch Bvlgari,"Mr.    Akram    Shaheedi,",23/08/2011,"Rs.160,000/-","160,000",,,"Rs.22,500/-",22500.00,-,,"Amount deposited, gift
retained",,,
67,"a.  Laptop Acer
b.  Brief Case
c.  Jewelry Set","Sheikh          Rashid Ahmed,  Minister  for
Information        and Media Development",03/02/2003,"a.  Rs.95,000/-
b.  Rs.3,500/-
c.  Rs.61,438/-",  Rs,"95,000",,"Rs.22,491/-",22491.00,-,,"Amount deposited, gift
retained",,,
277,One       Wrist       Watch Longines,"Col.    Salman    Saleem,
Classified             Medical Specialist.",28/10/2011,"Rs.120,000/-","120,000",,,"Rs.22,000/-",22000.00,-,,"Amount deposited, gift
retained",,,
13,One     Wrist     Watch (Longines) (41136277),"Ms.   Nasreen,   Maid, PM Office",13/01/2015,"Rs.120,000/-","120,000",,,"Rs.22,000/-",22000.00,-,,"Amount deposited, gift
retained",,,
134,"a.  One Laptop P-IV
b.  One Jewelry set
c.  Brief case","Brig    (r)    Mansoor Hamid,         Special Assistant     to     the
Prime Minister",17/03/2003,"a.  Rs.95,000/-
b.  Rs.57,228/-
c.  Rs.3,500/-",  Rs,"95,000",,"Rs.21,860/-",21860.00,-,,"Amount deposited, gift
retained",,,
276,One Wrist Watch EBEL,"Mr.       Asad       Majeed,
Additional        Secretary, (FA), President Sectt.",28/10/2011,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
100,Wrist  watch  Longines automatic,Wg.   Cdr   Usman   Ahmed PAF,14/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
101,Wrist  watch  Longines automatic,"Sqn.   Ldr.   Farooq   Akbar, PAF",14/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
102,Wrist  watch  Longines automatic,"Sqn. Ldr. Rizwan Satti, PAF",14/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
103,Wrist  watch  Longines automatic,"Sqn. Ldr. Arif Khan, PAF",14/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
124,Wrist  watch  Longines (37199720),"Lt.   Col.   Baber   Mumtaz, CSO to the President",19/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
125,Wrist  watch  Longines (37199815),"Maj. Waqar Ahmed, SO to the President",19/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
126,Wrist  watch  Longines (37199721),"Mr. Bilal Shaikh, SO to the President",19/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
127,Wrist  watch  Longines (37199529),"Hav.    Muhammad    Jamil, Security    Staff    to    the President",19/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
36,"a.  One MP 5 Rifle
b.  One 9 MM Pistol",Federal      Minister      for Labour    Manpower    and,15/05/2008,"a.  Rs.100,000/-
b.  Rs.50,000/-",  Rs,"100,000",,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
99,Wrist  watch  Longines,Wg.   Cdr.   Zulfiqar   Javed,14/11/2012,"Rs.115,000/-","115,000",,,"Rs.21,000/-",21000.00,-,,"Amount deposited, gift
retained",,,
137,"(a)Gift    Pack    Dynasty having :-
One  W/Watch  (Armand Nicolet   Tramelan)   Pair of  cufflinks,  Ballpen  & Key Chain .
(b)One W/Watch (Rado- Florence)","Admiral       Muhammad Zakaullah, Naval Chief",07/11/2016,"(a)Rs.60,000/-
(b)Rs.52,000/-","60,000",,,"Rs.20,400/-",20400.00,-,,"Amount deposited, gift
retained",,,
8,"One    Wrist    Watch BAUME  &  MERCIER
Geneve 1830- Swiss Made        (Stainless
Steel)","Ms.  Hina  Rabbani  Khar, Foreign Minister",12/03/2013,"Rs.112,000/-","112,000",,,"Rs.20,400/-",20400.00,-,,"Amount deposited, gift
retained",,,
8,"a)   One     iPhone     (6 Plus, Gold, 16GB)
b)   One         W/Watch (Movado)
(No.11385863)","Admiral        Muhammad Zakaullah  NI(M),  Naval Chief",31/01/2017,"a)  Rs.56,000/-
b)  Rs.55,000/-","56,000",,,"Rs.20,200/-",20200.00,-,,"Amount deposited, gift
retained",,,
37,One               W/Watch (Bvlgari)(L35036),"Mr.   Khurshid   Nadeem, Media Person",26/04/2017,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
70,One Carpet,"Khawaja         Asif, Foreign Minister",25/04/2018,"Rs.130,000/-","130,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
114,One W/Watch (Bvlgari),"Rana    Jawad,    Director Geo News, Islamabad",21/12/2017,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
33,One       Wrist       watch (Bvlgari) (L335057),"Mr.     Naseer     Ahmed Javed, Gunman",25/02/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
60,One  W/Watch  (Bvlgari) (L34206),"Mr.   M.   Afzal   Tanvir, Engineer, PTV",17/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
12,One     Wrist     watch (Concord) (1407094),"Mr.   Abid   Ullah   Jan, Valet, PM Office",13/01/2015,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
79,One Carpet,"Mr.   Ahsan   Iqbal, Interior Minister",06/06/2018,"Rs.130,000/-","130,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
34,One       Wrist       watch (Bvlgari) (L34331),"Mr.       Sakhwat       Ali, Gunman",25/02/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
61,One  W/Watch  (Bvlgari) (L34280),"Syed       Safdar       Ali, Cameraman,        Prime
Minister Media Team",17/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
62,"One  W/Watch  (Bvlgari) Model     BB     40     CL
(L34636)","Mr.  M.  Umair,  Protocol Assistant   M/o   Foreign
Affairs",18/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
108,One  W/Watch  (Bvlgari) (L32930),"Mr. Abdul Shakoor, ASI (Gunman), PM Office",25/07/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
44,"One Box Containing
Pewter    Leaf    and Spoon","Dr.        Arif        Alvi, President of Pakistan",18/09/2020,"Rs.70,000/-","70,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
50,"One    W/Watch    (Mont Blanc)  (Model  113849)
(Swiss) (S.No.OLND3CWY3)","Lt.  Gen.  Khalid  Asghar HI (M), E-in-C",07/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
51,"One    W/Watch    (Mont Blanc)  (Model  113849)
(Swiss) (S.No.OLMD3DT70)","Maj. Gen. Syed Shafqat Asghar, DGWE",07/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
52,"One    W/Watch    (Mont Blanc)  (Model  113849) (Swiss)
(S.No.OLND3C7Y3)","Maj.  Gen.  Akhtar  Jamil Rao, HI (M), DG Engrs.",07/03/2016,"Rs.110,000/-","110,000",,,"Rs.20,000/-",20000.00,-,,"Amount deposited, gift
retained",,,
